	786_0	A498	A549_ATCC	ACHN	BT_549	CAKI_1	CCRF_CEM	COLO_205	DU_145	EKVX	HCC_2998	HCT_116	HCT_15	HL_60_TB	HOP_62	HOP_92	HS_578T	HT29	IGROV1	KM12	K_562	LOX_IMVI	M14	MALME_3M	MCF7	MDA_MB_231_ATCC	MDA_MB_435	MDA_N	MOLT_4	NCI_ADR_RES	NCI_H226	NCI_H23	NCI_H322M	NCI_H460	NCI_H522	OVCAR_3	OVCAR_4	OVCAR_5	OVCAR_8	PC_3	RPMI_8226	RXF_393	SF_268	SF_295	SF_539	SK_MEL_2	SK_MEL_28	SK_MEL_5	SK_OV_3	SN12C	SNB_19	SNB_75	SR	SW_620	TK_10	T_47D	U251	UACC_257	UACC_62	UO_31
OXTR	1.76693	1.18469	1.69793	1.77627	2.72075	1.53263	1.34596	1.21192	1.37767	1.50037	1.26435	1.38382	1.47567	1.47509	1.42374	1.499	2.8157	1.25648	1.53857	1.52673	1.39863	1.38003	1.34341	1.20003	1.41913	2.01966	1.31806	1.48883	1.40278	2.75639	2.61522	2.67302	1.49499	1.53529	1.18977	1.95713	1.62366	2.06852	2.61543	1.88372	2.08938	1.53681	2.86036	1.34635	1.32035	1.48629	1.16077	1.37912	2.0013	2.54986	1.41128	1.6807	1.41614	1.35295	1.68305	1.41996	1.33425	1.40002	1.61731	2.10085
TRPV6	0.843855	0.658965	1.22167	0.419956	1.04922	1.086	0.794488	1.17056	1.41464	0.962843	0.858537	0.946943	0.487138	1.04376	0.517196	0.711807	0.597695	0.444045	1.11461	0.706718	1.13481	0.720159	0.758155	0.647383	1.22115	0.574031	0.0681859	0.409933	0.708421	0.472756	0.669317	0.404834	1.12156	1.41095	0.579784	0.421604	0.695482	1.12189	0.618048	0.729165	0.740363	0.587711	0.899273	0.447158	0.916454	0.389166	0.549003	1.04021	0.511883	0.517196	0.334454	0.765669	0.201397	0.173186	1.233	1.85763	0.931458	0.537819	0.625312	1.24378
TXK	0.206826	0.326336	0.432969	0.639486	1.36418	1.29754	1.25888	1.01828	0.294466	1.28012	0.952308	1.21352	0.782473	-0.148742	1.306	1.45332	1.04532	1.04336	1.52297	0.85187	0.49693	1.13226	-0.102373	0.980912	1.32838	1.28262	1.10551	0.298853	1.15987	1.27898	0.471292	0.997386	0.657056	1.22789	0.252853	0.25042	1.29994	1.35025	1.23045	1.26951	1.05269	1.28194	1.04139	1.04336	1.14395	1.42862	0.80956	0.704151	0.409933	0.225309	1.31513	0.980458	0.957607	1.08493	1.51388	0.987219	1.24378	1.10072	1.06819	1.37273
SEMA3F	0.596597	0.687529	0.670246	1.22712	1.4685	0.726727	0.888741	1.0013	1.30081	1.36959	1.233	1.266	1.11594	0.662758	1.32736	1.01115	0.83123	0.769377	0.891537	1.18667	0.630428	0.513218	0.344392	0.777427	1.60455	0.652246	0.846955	0.822168	0.582063	1.14395	0.846337	1.02979	0.797268	0.307496	0.775246	1.57019	1.32531	1.34967	0.49276	0.669317	0.133539	1.22634	0.419956	0.670246	0.620136	1.10755	0.113943	1.04689	0.913284	1.31027	0.52763	0.955207	0.514548	1.51481	1.7214	1.68842	1.16107	0.245513	0.932474	0.748963
STATH	1.26293	1.00346	1.34163	1.17667	0.184691	1.0406	0.800029	1.08814	0.459392	1.15168	1.04258	1.18696	0.31597	1.12418	1.12548	1.44279	0.83187	0.383815	0.463893	1.28533	0.864511	0.933487	1.19976	1.28466	1.13925	0.671173	0.133539	1.04139	0.262451	0.910624	0.974051	1.12743	0.911158	1.29314	1.27439	0.850033	1.31175	1.10823	1.17754	1.15168	0.230449	0.775246	1.04727	1.18554	1.04493	0.847573	0.628389	0.392697	0.313867	0.416641	1.11428	1.22763	0.810904	0.939519	0.818885	1.09726	0.235528	1.18498	1.28959	0.975432
CART1	0.752816	0.717671	2.20374	1.49624	0.901458	2.20142	0.631444	0.424882	0.864511	0.850033	0.634477	0.702431	0.683047	0.781037	0.394452	0.919078	0.563481	0.74351	0.775974	0.656098	0.460898	2.00612	2.09667	2.23277	0.600973	0.639486	1.9173	1.84584	0.855519	1.53403	0.662758	1.70449	0.414973	1.41996	0.672098	1.73799	0.855519	0.660865	1.65839	0.791691	0.789581	0.683047	1.1529	0.735599	0.414973	2.15409	1.90211	2.31595	1.4216	0.732394	0.651278	0.78533	0.489958	0.731589	0.981366	0.634477	0.583199	2.14035	2.61052	0.814248
TBX19	0.354108	0.987219	0.854913	1.06967	1.55835	0.904716	0.608526	0.689309	0.556303	1.17406	1.39533	0.832509	0.4843	0.39794	1.25479	1.5611	0.499687	0.426511	0.60206	1.25164	0.837588	0.897627	0.891537	1.35025	0.356026	0.271842	0.563481	0.665581	0.619093	0.465383	1.42095	0.959518	1.25334	0.374748	0.720986	0.850033	1.44451	1.36361	0.816904	0.988559	0.706718	1.03342	1.1758	0.904716	0.753583	0.595496	1.14082	0.925828	1.00903	0.887617	0.961421	0.926342	1.0667	0.4843	0.622214	0.572872	1.32777	1.1827	0.652246	1.44185
PDE6H	0.758912	0.403121	0.071882	0.876218	-0.309804	0.30963	1.10175	0.764176	0.914872	0.356026	-0.21467	0.440909	0.0827854	0.269513	0.592177	0.550228	0.480007	-0.0409586	0.359835	1.00217	-0.207608	-0.408935	0.264818	0.294466	0.334454	-0.180456	0.462398	-0.318759	0.371068	0.146128	0.225309	0.776701	0.222716	-0.221849	0.161368	1.01452	0.509203	0.0899051	-0.0409586	0.44248	0.622214	0.178977	0.240549	-0.244125	0.32838	0.0606978	0.359835	0.481443	0.267172	-0.167491	0.436163	0.352183	0.247973	0.260071	0.764923	0.201397	0.97174	0.155336	0.401401	0.247973
EPHA7	0.719331	0.25042	0.146128	1.35122	0.409933	0.247973	0.733197	-0.113509	0.117271	0.725912	0.0253059	0.0606978	0.716003	0.976808	-0.79588	0.359835	0.0413927	0.334454	0.526339	0.950365	-0.721246	0.834421	0.886491	0.0899051	0.687529	-0.167491	0.950851	-0.09691	0.338456	1.17173	0.702431	-0.113509	-0.200659	0.214844	0.936514	0.640481	0.641474	0.838219	0.705008	1.04805	0.680336	-0.468521	0.807535	0.720986	0.651278	0.1959	0.593286	1.49693	0.579784	0.432969	0.252853	0.889302	0.075547	-0.0177288	1.20898	-0.0861861	-0.259637	0.731589	1.02531	0.818226
FKBP1B	1.21958	0.378398	1.97782	1.62397	0.5302	1.81928	1.22557	0.40654	1.84017	1.68142	0.568202	1.98614	0.371068	0.639486	1.84029	1.83321	1.36605	0.100371	1.65089	1.42488	1.27761	1.03383	0.767156	2.41305	1.27439	0.552668	0.627366	0.232996	1.31175	1.68061	1.60433	1.99506	0.930949	1.18241	2.45802	1.39759	1.73424	1.91981	2.05987	0.79796	0.39794	1.6288	1.51135	1.77851	1.34713	0.444045	2.15397	1.65321	1.51362	1.35774	1.81144	1.20978	1.35025	1.97649	0.627366	1.18384	1.7981	1.15198	1.30211	1.87245
HOXC6	1.88184	1.99555	1.92829	2.26475	2.66099	2.30419	1.11428	2.35238	2.14301	2.17687	1.77364	2.03463	2.09513	1.85046	1.85745	2.05971	2.2804	1.94181	1.49886	1.76656	1.58331	2.27235	2.21021	2.33895	2.0707	1.33122	2.14987	2.21622	1.16167	2.21051	1.60141	2.11701	1.18156	2.25645	2.4678	1.88863	1.80787	2.15869	2.11671	1.06595	1.75397	2.08465	2.42438	2.11025	2.18732	1.92298	2.05323	1.98245	1.40466	1.62418	2.03814	1.92111	2.04906	2.45459	1.57749	2.3575	2.20074	2.14987	2.17765	2.11076
PAEP	0.354108	0.578639	0.518514	0.511883	0.4843	0.542825	0.501059	0.287802	0.643453	0.489958	0.665581	0.31597	0.565848	0.845718	0.572872	0.929419	0.344392	0.579784	0.680336	0.599883	0.152288	0.552668	0.332438	1.85775	0.456366	0.436163	0.399674	0.498311	0.517196	0.70927	0.58995	0.230449	0.445604	0.604226	0.539076	0.5302	0.536558	0.599883	0.563481	0.996512	0.652246	0.471292	0.260071	0.603144	0.536558	2.10456	0.450249	0.631444	0.723456	0.359835	0.414973	0.511883	0.528917	0.409933	0.646404	0.423246	0.462398	1.95598	0.472756	0.545307
HRK	0.324282	1.03019	0.276462	0.704151	0.792392	-0.154902	0.227887	0.810904	1.05038	1.07918	0.482874	1.09061	1.05308	-0.148742	1.19396	0.55145	-0.21467	0.754348	1.27738	0.977266	0.330414	0.0569049	1.21085	1.51335	1.13098	-0.0132283	1.06819	0.220108	1.0103	1.1176	1.19479	0.841985	1.1245	1.00173	1.17984	0.884795	-0.0409586	0.873321	0.883093	0.921166	0.201397	0.973128	1.04258	0.262451	1.02036	1.10209	0.913814	1.43791	1.10175	0.992111	-0.154902	-0.244125	0.416641	0.502427	1.54158	0.918555	0.923762	1.00303	1.48728	0.78533
CDH4	0.586587	1.60767	1.45652	1.58625	0.181844	0.881955	2.07011	0.139879	0.103804	1.76492	0.245513	0.298853	0.344392	0.117271	1.20629	0.563481	0.421604	0.184691	1.41681	0.322219	0.456366	0.117271	0.649335	0.423246	0.859138	2.01953	0.232996	-0.0555173	0.775974	1.52647	2.18478	1.5895	0.305351	1.10721	0.045323	0.642465	0.70757	0.130334	1.24229	0.469822	1.53071	0.326336	1.74958	0.622214	-0.113509	0.238046	0.0863598	0.459392	0.320146	1.80604	2.32521	1.81358	0.255273	0.064458	0.350248	0.354108	1.87581	0.350248	0.20412	1.94429
ELA2	0.612784	0.892651	0.58995	0.775246	0.546543	1.36211	0.959041	0.401401	0.390935	0.950365	0.549003	0.839478	1.05346	3.52953	-0.091515	0.789581	0.0827854	0.173186	1.09237	0.534026	0.264818	0.0530784	0.371068	1.14768	0.606381	-0.0132283	0.522444	0.478566	0.371068	0.00860017	0.374748	0.31597	0.869232	0.419956	0.426511	0.491362	0.907949	0.754348	0.318063	0.298853	0.201397	0.522444	0.292256	0.764176	1.19424	0.4843	0.830589	0.64836	1.00817	0.468347	0.38739	0.958086	0.503791	0.426511	1.08778	0.281033	0.32838	0.40824	1.32449	1.06183
SIM1	1.22194	1.25575	1.14489	1.15412	2.08916	1.15045	0.915927	0.127105	0.334454	0.897627	0.466868	0.537819	0.385606	0.305351	0.33646	1.05269	0.049218	0.781037	1.22324	1.0162	0.313867	0.557507	1.12905	0.940018	1.07628	0.352183	0.187521	0.750508	0.545307	1.70183	1.07773	1.23172	0.756636	0.453318	-0.09691	1.97539	0.807535	0.933993	1.35545	1.35257	0.532754	0.4133	0.935003	0.911158	0.733197	1.19976	0.890421	0.758155	0.255273	0.835691	1.09587	0.818226	0.482874	-0.200659	0.357935	0.684845	1.31639	0.465383	0.491362	1.40415
NRG2	0.378398	1.11528	1.1038	0.075547	0.363612	0.545307	1.00346	0.691965	0.999565	0.855519	0.725095	1.14983	0.049218	0.320146	1.00518	1.06183	0.281033	0.170262	1.10958	0.414973	0.00432137	0.40654	0.627366	0	0.627366	-0.136677	0.879096	1.10003	-0.09691	0.840733	0.332438	1.11193	-0.0177288	1.36474	1.34321	1.52853	0.959995	1.13799	1.02979	1.75082	1.13925	0.807535	0.758912	1.39375	0.123852	1.1427	1.17782	1.44514	1.47842	1.17143	1.62716	1.13704	0.385606	1.21219	0.363612	0.225309	0.778874	1.57496	1.0835	1.3006
SCEL	-0.180456	0.198657	0.478566	-0.468521	0.463893	0.93852	-0.154902	0.563481	1.76118	1.64777	0.0413927	-0.0177288	0.80956	-0.318759	0.11059	0.238046	0.09691	1.75197	1.7638	-0.173925	-0.420216	-0.091515	0.0606978	0.539076	0.130334	-0.0555173	0.283301	-0.60206	0.271842	0.466868	-0.283997	0.718502	2.52917	0.235528	1.93146	1.83078	1.5649	2.04048	-0.167491	1.60271	-0.431798	0.70757	0.0170333	0.0863598	-0.221849	0.11059	0.11059	0.238046	1.37033	0.139879	-0.0457575	0.227887	0.650308	0.838849	0.49693	0.482874	0.143015	-0.420216	0.262451	-0.0861861
GH1	0.418301	0.682145	0.426511	0.606381	1.08955	0.680336	1.41797	0.11059	0.392697	0.563481	0.906874	0.390935	0.20412	0.698101	1.17289	0.978637	0.437751	-0.0222764	1.8739	0.403121	0.230449	0.120574	0.283301	0.634477	0.485721	0.332438	0.656098	0.418301	1.05843	0.303196	0.453318	0.363612	0.311754	0.257679	0.326336	0.558709	0.612784	1.33646	0.861534	0.576341	0.495544	0.596597	0.278754	0.959518	0.788875	0.404834	0.522444	0.693727	0.487138	0.365488	0.683047	0.704151	0.390935	0.356026	0.976808	0.526339	0.227887	0.00860017	0.989895	0.4133
GNG7	1.266	1.46015	1.30016	1.27021	1.3653	1.55194	1.08743	0.884229	1.20548	1.49499	1.16613	1.70526	0.884795	1.57241	1.07372	1.31513	1.03181	0.723456	1.34439	0.82866	0.818226	0.523746	1.74092	1.5885	1.57852	0.928908	1.32818	1.73288	0.44248	1.40054	0.999131	1.22583	1.3189	0.611723	0.593286	0.454845	1.1038	1.38453	1.42813	1.34005	1.58149	1.1271	1.01578	0.7348	0.898176	1.59494	1.68494	1.58297	0.624282	1.3189	1.2531	1.3934	1.26529	1.02694	1.34986	0.503791	0.792392	1.51108	1.79817	1.33183
PAGE1	1.16197	0.448706	0.764176	0.385606	0.5302	1.12189	0.638489	1.04218	0.775246	0.650308	0.264818	0.448706	1.10415	0.346353	0.320146	1.3753	1.32201	0.653213	0.596597	0.178977	2.07987	0.921686	0.873321	0.940516	0.478566	0.969416	1.26505	0.910091	0.693727	0.876218	1.05038	0.152288	0.332438	1.08743	1.13194	1.18355	0.722634	1.06145	0.285557	0.762679	1.44979	0.276462	0.975432	1.47986	0.681241	2.60073	0.149219	1.24502	0.462398	0.790285	0.955207	0.833784	1.10106	0.281033	1.39672	0.931458	0.694605	0.845718	0.478566	0.636488
CDH19	1.07298	0.890421	0.953276	0.763428	-0.207608	0.956649	-0.091515	0.547775	0.816904	1.59483	0.40824	1.07298	0.754348	1.10857	0.609594	0.781755	0.428135	0.887617	0.4133	0.913814	0.09691	0.814248	1.47319	2.15731	0.495544	0.875061	1.56937	1.60991	1.04883	1.11893	0.790988	0.791691	0.904174	2.28574	0.974051	0.00860017	0.810233	1.14145	0.775246	0.440909	1.15957	0.899273	0.850646	1.00346	0.746634	2.03238	1.30168	1.88722	0.982271	1.29623	0.123852	1.4553	1.04922	0.123852	1.11059	1.21005	-0.119186	1.49122	1.86988	0.811575
ENDOGL1	0.283301	1.04571	0.332438	-0.0222764	0.00432137	1.08991	1.26364	0.285557	1.10585	1.26387	1.12775	0.217484	1.1329	1.35717	0.960471	0.369216	1.11193	0.627366	0.399674	1.05077	0.149219	0.0791812	0.049218	1.27393	1.21245	1.06633	0.805501	1.07809	1.05918	0.330414	0.326336	0.00432137	0.064458	0.421604	0.170262	1.07737	1.0406	0.0374265	0.868056	0.164353	1.24895	-0.376751	0.912222	0.854306	-0.0705811	1.26435	0.595496	0.862728	0.974512	0.963316	1.09272	0.728354	1.17522	0.912222	0.555094	1.09656	0.305351	-0.113509	0.303196	1.29557
MATN1	1.22712	0.759668	1.25935	1.06371	0.475671	0.550228	0.933993	1.12222	1.59195	1.43072	1.26858	0.488551	1.40535	1.29732	0.946452	1.39023	1.16286	1.17289	0.41162	0.586587	1.09307	0.980003	1.52994	0.959518	0.49276	0.318063	0.593286	0.863917	0.729165	1.33526	0.892095	0.746634	1.03981	0.514548	0.531479	0.453318	0.814248	1.44545	0.928908	0.993436	1.28646	1.23779	0.296665	1.06483	1.17782	1.18355	0.78533	1.17406	1.24846	1.34596	1.11992	1.16879	0.501059	0.653213	1.12222	0.55145	0.546543	1.25792	1.08458	0.61595
ICAM5	1.12969	1.22167	1.306	0.70927	1.32139	1.31806	1.35468	0.9154	1.52569	1.35603	1.15442	1.71425	1.1245	0.394452	1.05729	1.15351	0.383815	0.206826	1.40858	1.38525	1.76087	1.23019	1.09587	1.11193	1.09482	0.938019	0.943	1.17435	1.13481	0.956168	0.846337	1.23553	1.23704	1.0141	1.3543	1.25091	1.70578	1.23172	1.43933	1.44824	1.57726	1.20602	1.10551	0.421604	0.999565	1.32181	1.06371	1.05423	1.29754	0.992995	1.40123	1.68476	-0.173925	1.06893	0.788168	0.966142	1.19645	0.776701	1.19921	0.977266
TNFSF9	2.36747	2.25411	1.65089	2.18193	1.62696	2.34856	0.450249	1.78219	2.15412	1.83696	2.09778	2.11136	1.57322	1.59879	1.23679	1.76982	1.87146	1.44793	2.0677	1.9598	1.80202	1.78132	1.82243	1.7829	1.67127	1.54382	1.81558	1.89315	1.4312	1.84473	2.1377	1.85425	1.58995	2.25469	1.5636	2.02268	2.25947	1.99348	1.74162	1.96745	2.00864	1.98498	1.37785	1.7611	1.88891	1.72354	1.79748	2.10302	2.28418	1.49734	1.24993	1.91116	1.45576	1.48173	2.40666	1.53453	1.23172	1.78204	1.61119	1.94689
FOXE1	0.661813	0.660865	1.39111	1.44012	1.24724	1.54233	0.320146	0.437751	1.61342	1.32305	-0.136677	0.404834	1.05269	0.354108	0.892651	1.17754	0.83123	0.220108	0.117271	0.409933	-0.0132283	0.884795	0.330414	0.848805	1.29863	0.0293838	1.18441	0.374748	0.0827854	-0.0655015	0.947434	1.74382	1.40824	1.16167	1.33365	1.47217	1.10003	0.206826	1.55121	0.0334238	0.201397	0.276462	1.09377	0.283301	0.857332	1.07518	0.665581	1.06221	1.55023	0.932474	0.681241	0.775246	0.173186	0.802774	1.57194	-0.00436481	-0.00877392	1.09342	1.06521	1.73038
CRTAM	0.525045	0.287802	1.19838	0.475671	1.3294	0.11059	-0.119186	0.60206	0.274158	0.871573	0.913814	0.646404	0.0681859	0.10721	0.10721	0.429752	-0.200659	0.045323	0.980458	0.285557	0.0681859	0.940018	0.103804	0.860937	1.30103	0.71265	0.609594	0.857332	0.123852	0.768638	0.146128	0.883093	0.60206	0.902003	0.687529	0.61066	1.07918	0.278754	1.04376	-0.09691	-0.0315171	0.705864	0.557507	0.937518	-0.130768	0.689309	0.49693	1.03141	1.21484	0.075547	0.948413	0.209515	0.95376	0.0791812	0.374748	0.646404	0.904716	0.837588	1.09342	0.582063
NKX2-2	1.09552	0.983175	0.143015	0.380211	0.61066	0.624282	-0.00436481	0.326336	-0.142668	0.478566	0.832509	0.0253059	0.292256	0.103804	0.914343	0.378398	0.113943	-0.0604807	0.294466	0	0.139879	0.565848	0.1959	0.777427	1.4748	-0.119186	-0.431798	-0.154902	-0.259637	0.869818	0.232996	0.677607	0	0.133539	-0.19382	0.307496	0.638489	0.356026	0.170262	0.075547	0.075547	0.330414	1.79134	0.961895	2.36361	0.0374265	0.378398	-0.0315171	0.745075	0.644439	0.838219	2.06386	-0.091515	0.635484	0.338456	1.4679	-0.180456	0.909556	0.392697	-0.366532
IL11	1.71029	1.31239	1.92988	0.913814	1.09307	1.40106	0.403121	1.20763	1.70902	1.80223	1.15655	1.30125	1.13322	1.35044	2.28012	2.1602	1.89631	1.00988	1.3216	1.18921	0.91803	1.73735	1.39637	0.598791	1.2266	1.66913	1.24353	0.888741	1.01326	1.26529	1.77786	1.51455	0.201397	0.905796	1.03019	1.0569	1.21564	1.40892	1.53631	1.39777	1.11126	1.82943	0.252853	1.54283	2.79036	1.58591	1.09864	1.08778	1.26269	0.773055	1.69469	1.71958	0.982723	1.077	1.50037	0.0791812	2.47673	0.873321	1.00303	1.93687
NFIC	1.41162	1.57113	1.35449	1.22272	1.51878	0.83123	0.419956	0.517196	1.48643	1.49693	1.04415	1.38346	1.33001	1.2737	1.34301	0.49693	1.30856	0.612784	1.63729	0.578639	1.27207	1.38721	1.43759	0.737987	1.51733	1.49969	1.2584	1.10653	0.798651	1.2492	1.53428	1.31973	0.372912	1.37401	1.42553	1.38792	0.477121	1.21722	1.4621	1.57542	1.30428	1.34537	1.24502	1.58894	1.40841	0.961895	1.19921	0.489958	0.846337	0.938019	1.63969	1.56996	0.716003	0.563481	1.2014	0.584331	1.24944	0.960471	1.61584	1.12548
ZNF141	1.05154	0.113943	0.553883	0.502427	0.262451	0.864511	1.24304	0.0530784	0.274158	0.5302	0.181844	-0.207608	-0.0555173	1.04961	1.05192	0.959041	0.437751	-0.309804	0.920645	-0.091515	-0.142668	0.396199	0.198657	0.582063	0.217484	1.14613	0.0681859	0.274158	0.840733	0.322219	0.772322	0.921166	1.25816	1.18241	0.804821	1.08884	0.617	0.0170333	1.07518	0.445604	1.20656	0.401401	0.456366	-0.0222764	0.959518	-0.148742	0.829304	1.09656	1.03302	0.440909	0.481443	-0.102373	0.40824	0.676694	1.16316	1.17869	0.793092	1.11193	0.499687	-0.236572
SIRPB1	0.50515	0.39794	0.542825	0.49276	1.71105	1.30856	1.37328	1.16286	0.585461	0.988559	1.29842	0.547775	0.587711	0.664642	1.1329	0.952792	1.15045	1.07664	0.534026	0.621176	1.0461	1.31869	1.53605	1.14737	0.394452	1.25672	0.563481	1.19866	0.958086	0.432969	0.611723	0.865696	0.372912	0.421604	0.820201	0.478566	0.870404	0.499687	1.22531	1.0799	1.24005	0.822168	1.13513	1.21854	1.14301	1.28937	1.02036	0.614897	1.54593	0.597695	1.1452	1.3294	1.16554	0.332438	1.31281	1.26482	0.521138	1.14019	0.647383	1.05767
PCDH8	-0.107905	0.230449	-0.0757207	0.340444	0.822822	0.556303	-0.0861861	0.575188	0.741939	0.716838	0.414973	0.429752	0.447158	0.374748	0.447158	0.534026	0.574031	0.401401	0.0293838	0.555094	-0.337242	0.209515	0.957607	0.575188	0.30103	0.152288	-0.39794	0.419956	0.330414	0.00432137	0.755875	-0.327902	0.578639	0.969416	0.658965	-0.00436481	-0.136677	-0.283997	0.800029	0.895975	0.862131	-0.113509	0.578639	-0.508638	0.725912	0.459392	-0.366532	-0.853872	1.15927	0.761176	-0.180456	-0.585027	0.450249	0.659916	0.726727	-0.366532	0.227887	0.380211	0.00432137	0.647383
SEMA3E	0.803457	0.78746	0.365488	1.05385	0.0934217	0.798651	0.991669	-0.142668	0.669317	0.0899051	0.783189	0.298853	-0.552842	0.075547	0.962369	1.31576	0.659916	0.456366	1.14364	0.954243	0.478566	0.683947	1.0569	0.0374265	1.22557	-0.229148	0.143015	0.700704	0.818885	1.96194	0.0293838	0.985875	-0.283997	1.36717	0.361728	0.450249	1.08672	1.26553	1.56027	0.320146	-0.0268721	0.318063	0.786751	-0.309804	-0.283997	-0.173925	0.075547	-0.0315171	0.332438	1.96142	0.854306	0.482874	0.371068	0.161368	1.34947	0.383815	0.324282	0.170262	1.17026	1.86237
SCN9A	1.12613	0.260071	1.14019	1.37967	-0.0457575	0.71265	0.535294	-0.0809219	0.340444	0.173186	0.383815	0.717671	0.307496	0.235528	-0.376751	0.684845	1.00988	0.243038	0.440909	-0.0315171	0.755112	-0.221849	0.829304	0.103804	0.127105	-0.346787	-0.0861861	-0.119186	0.698101	0.0569049	1.29579	0.638489	0.0934217	1.52699	0.96895	-0.337242	0.245513	0.41162	-0.187087	0.0827854	1.24944	0.805501	1.68842	-0.161151	-0.346787	0.445604	0.217484	0.948413	0.404834	0.926342	0.0530784	-0.0604807	1.34986	0.340444	0.557507	-0.309804	0.70757	-0.113509	0.290035	1.45834
G6PC	0.0863598	-0.200659	-0.552842	0.0681859	0.549003	0.103804	-0.173925	-0.657577	0.049218	-0.346787	0	0.130334	-0.0457575	-0.387216	-0.356547	0.963316	-0.236572	-0.0705811	-0.19382	-0.267606	0.0863598	0.38739	-0.00436481	0.0899051	-0.327902	0.0413927	0.173186	-0.091515	-0.283997	-0.167491	-0.677781	-0.173925	-0.443697	0.049218	-0.346787	0.30963	0.334454	-0.387216	0.190332	1.02366	0.816904	1.07482	-0.275724	0.752816	-0.19382	-0.09691	-0.21467	0.267172	1.32593	-0.443697	-0.443697	-0.05061	-0.221849	0.428135	1.35832	0.136721	0.240549	0.0334238	-0.107905	0.478566
LPHN2	1.96872	0.947434	1.75686	2.1068	1.97918	1.70441	1.18977	0.363612	0.260071	0.260071	0.468347	0.987219	0.775246	-0.259637	1.43902	0.592177	2.25727	1.01787	2.50709	0.30103	0.117271	2.05778	1.7185	0.918555	1.31492	1.61511	0.997823	0.613842	0.225309	2.12284	2.13485	1.54691	2.13972	1.53491	-0.0861861	2.25878	2.1707	2.23757	1.6807	1.42127	1.3251	0.045323	1.82184	0.763428	1.80223	0.621176	0.071882	0.956649	1.95177	1.06408	0.876795	1.45086	0.184691	0.232996	1.88874	0.932981	1.56644	0.840106	1.9286	0.33646
AGXT	0.371068	1.38703	1.12808	0.966611	1.38166	1.17231	0.0170333	0.888179	0.996512	1.23905	0.702431	1.13767	0.810904	0.537819	0.992995	0.991669	0.324282	1.07372	1.55194	1.17319	0.0934217	1.2335	1.33143	1.1176	1.01242	0.671173	0.625312	0.164353	1.07555	0.991226	0.718502	0.075547	0.711807	0.780317	1.18526	1.07335	1.15412	1.36977	0.789581	0.416641	1.34459	0.514548	0.94939	0.681241	1.14457	0.715167	0.499687	0.324282	0.776701	0.477121	1.2572	0.63749	0.262451	0.164353	0.724276	0.348305	0.901458	0.075547	0.418301	0.909021
GPR23	0.877947	0.810233	0.471292	0.152288	1.03302	0.495544	0.721811	0.920645	0.828015	0.599883	0.247973	0.733999	0.595496	0.669317	0.00432137	1.1345	0.475671	0.725912	1.04415	1.00087	0.657056	0.691965	-0.107905	-0.148742	0.570543	0.593286	0.781755	0.0413927	0.587711	0.653213	-0.0809219	0.923244	-0.346787	0.907411	0.747412	0.0934217	0.569374	-0.124939	0.882525	0.791691	0.875061	0.666518	0.214844	0.844477	0.986772	0.813581	0.0170333	0.696356	0.96426	0.654177	0.136721	0.570543	0.39794	0.768638	1.10958	0.872156	0.975432	0.768638	0.741939	0.82866
CML2	0.910091	0.357935	0.824776	0.97635	0.488551	0.264818	0.382017	0.790988	1.25018	1.38863	0.82866	1.32077	0.789581	0.466868	0.354108	0.255273	0.660865	0.865104	0.471292	1.01828	0.252853	1.02407	0.744293	0.371068	0.778874	1.00732	1.21192	1.18498	0.324282	1.1827	0.390935	1.13386	0.503791	0.252853	0.921166	1.01953	0.574031	0.942008	0.30963	1.17782	1.40432	0.367356	0.718502	1.03181	0.371068	0.460898	0.287802	1.04218	1.01995	0.146128	0.656098	0.914343	0.987219	1.07482	0.361728	0.521138	0.78746	0.283301	0.802774	1.05538
KLF12	0.494155	0.665581	0.632457	0.672098	0.603144	0.825426	1.04844	-0.537602	0.130334	0.511883	0.240549	0.687529	0.855519	0.396199	1.09377	0.340444	-0.187087	0.307496	0.0569049	0.745075	0.537819	0.767156	0.843233	0.888179	-0.49485	0.643453	0.471292	0.686636	1.35353	1.04883	0.419956	0.457882	0.786041	0.87564	0.987666	1.10789	0.584331	0.728354	1.08743	1.1089	0.342423	0.525045	1.03463	0.62634	1.06258	0.853698	0.710117	0.996074	0.550228	0.472756	0.961895	1.197	0.09691	0.804139	0.0681859	0.733999	0.348305	0.921686	1.19645	1.05154
KRT34	0.344392	0.800029	0.506505	0.313867	0.338456	1.41497	0.385606	0.117271	0.414973	0.313867	0.363612	0.374748	0.656098	0.385606	0.9154	0.740363	0.571709	0.158362	0.923762	0.477121	-0.0705811	3.49127	0.465383	0.447158	0.383815	0.567026	0.487138	0.372912	0.281033	0.399674	3.04883	0.418301	0.127105	0.565848	0.477121	0.559907	0.276462	0.650308	0.55145	0.635484	0.576341	0.344392	1.85163	0.33646	0.350248	0.357935	0.269513	0.4133	0.660865	2.02457	0.403121	0.514548	0.414973	0.232996	1.17173	0.488551	0.287802	0.326336	0.905796	0.468347
